station_complex_id,model,n_train,n_test,n_features,Train RMSE,Train R^2,Train MAE,Train MAPE,Test RMSE,Test R^2,Test MAE,Test MAPE
49,LightGBM,25797,8253,82,15.027074198192423,0.985220283485559,10.09516534796042,28.844020146893712,30.69078642416515,0.9494435466328918,18.35851526729086,50.12548591845515
358,LightGBM,25797,8253,82,18.38000920336188,0.9888978543571868,11.9298444691633,21.272012704137914,43.375176740161976,0.949383170999158,24.269539753149907,25.397079406027085
383,LightGBM,25797,8253,82,15.928516159523166,0.982145535511736,10.819543182503118,16.383298557143565,27.369017671138355,0.9493765662678711,16.963096208668603,70.18834285384958
109,LightGBM,25797,8253,82,16.91375005623642,0.9900045247754944,10.359408539971428,31.464654099033947,41.485331766866686,0.949272006851565,22.06576287392827,61.48683574148443
627,LightGBM,25797,8253,87,16.488463709881273,0.9784429090527476,11.63064781887851,18.932485650924956,27.90709064001316,0.9489313620615268,18.233770890340544,21.351519337425128
445,LightGBM,25797,8253,82,10.586668621588194,0.9839550684684644,6.457942844344911,46.07733795917287,20.511098219730066,0.9489054011044876,11.121184826020954,92.96088117860334
324,LightGBM,25797,8253,82,42.32733902632751,0.985419199671621,26.32997799118274,29.930693989615285,112.74917320552842,0.9488812813879356,62.86140173612907,44.64900848620299
325,LightGBM,25797,8253,82,19.648807783100228,0.9804164734406764,13.105330271658255,33.14612627532125,38.50192882066145,0.9487937056400771,21.88456786596604,30.236854585517943
630,LightGBM,25797,8253,92,51.090579553355774,0.9883254296073162,34.563823025281366,12.426675984428575,118.095113376293,0.948636125041782,68.10475691062898,15.304084876457669
356,LightGBM,25797,8253,82,22.89179214821373,0.9876136135828572,15.138867082523197,33.46627307607393,54.17373069187647,0.9485952332460172,29.007795430009708,30.38971417215744
37,LightGBM,25797,8253,82,17.953424184272748,0.9853030706081186,10.708817818152571,33.301962623305066,36.20249778941497,0.9485804193790706,19.92034672288922,29.805561292284157
235,LightGBM,25797,8253,82,48.54867199091922,0.9793900074243854,31.513551930139855,42.44493477089968,91.16778134344794,0.9481602156004548,57.71367163833016,62.18318532188605
280,LightGBM,25797,8253,82,13.58722363458199,0.9825657256184712,9.43873326472196,26.483589121221524,26.2339742016054,0.9480785533942728,16.565030594885815,30.93917992260281
303,LightGBM,25797,8253,82,24.69101141433056,0.9868899349275914,16.395075850945652,36.31398181979698,51.99878650457742,0.947995686366187,30.37181581479167,156.4644180530006
55,LightGBM,25797,8253,82,32.81355513489218,0.9824953131829448,21.78735221991981,30.28234748571349,58.64537280898118,0.9479327352769736,34.420357886530546,113.42658619658272
46,LightGBM,25797,8253,82,17.977785755323477,0.9864026660255728,11.708961594836016,24.699426201709247,39.67739046967543,0.9477807097117616,22.19796086693769,48.42540000602374
384,LightGBM,25797,8253,82,24.16035845469688,0.9815445773832864,16.63329003464024,16.779852851330286,42.84268682321617,0.9477316087132172,26.33922821028496,76.54162587603128
213,LightGBM,25797,8253,82,23.76708492884937,0.9853381964927826,15.592964649952018,47.44954593085986,41.87941131968584,0.94768822573304,25.3208126780175,17.913846825732964
459,LightGBM,25797,8253,82,25.47043432424797,0.987496290046302,16.76847920764858,20.70138611527692,60.61795180313588,0.9476810318071562,35.82720431804992,38.88991265748423
147,LightGBM,25797,8253,82,30.588665012747487,0.9826720531148306,18.527690084842902,40.789758946160255,57.61430731331196,0.9476035041330888,33.8506439517652,100.6914720814862
608,LightGBM,25797,8253,92,34.19930687612965,0.9846012463817329,22.940797633630037,20.01279739596197,71.44509950065448,0.947484330723221,40.42811523453279,25.6603949212026
379,LightGBM,25797,8253,82,20.1780922931533,0.9829326068752074,13.487179549645967,27.64696817478191,33.674675016737694,0.947405648740596,20.170182430264823,77.49899041282248
244,LightGBM,25797,8253,82,13.076451262165714,0.983943070249228,8.468833823902832,53.9930371929463,22.785332719703923,0.9474034735699194,13.514503372177808,38.14597327387196
635,LightGBM,25797,8253,87,88.77299964328672,0.9825917515843114,59.28524034863665,17.40176343902843,176.01560346226648,0.947249218520196,105.31218203596671,21.29029314244117
394,LightGBM,25797,8253,82,25.472995348311525,0.9855056445001572,17.010951736720973,20.33003286276143,58.56893015521706,0.9471123340621947,34.61336971368198,21.43490958385785
386,LightGBM,25797,8253,82,13.402581807722624,0.9811945913513984,9.292723176682811,19.56096871884449,23.89853826637609,0.9470953353028552,14.930240926481265,52.608604397402
41,LightGBM,25797,8253,82,30.135657018593864,0.9852951374972538,19.054659995073347,57.39389668487605,63.44620937873835,0.9470569277076792,33.305676809813846,60.35927916307337
360,LightGBM,25797,8253,77,18.494784231898127,0.9836568786926324,12.199788132015303,25.508308797139144,34.58035316781481,0.9470407601857118,20.181133390000827,84.24038162293111
